,mean rating,number of ratings,title
1084,3.7719298245614037,57,Anchorman: The Legend of Ron Burgundy (2004)
1085,3.2777777777777777,9,"Cinderella Story, A (2004)"
1086,3.4918032786885247,61,"I, Robot (2004)"
1087,3.9375,8,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
1088,3.7866666666666666,75,"Bourne Supremacy, The (2004)"
1089,1.3333333333333333,9,Catwoman (2004)
1090,3.5,1,A Home at the End of the World (2004)
1091,4.0,2,To End All Wars (2001)
1092,3.5,1,Unprecedented: The 2000 Presidential Election (2002)
1093,3.0416666666666665,12,"Manchurian Candidate, The (2004)"
1094,2.75,2,Thunderbirds (2004)
1095,3.1923076923076925,26,"Village, The (2004)"
1096,3.7083333333333335,48,Garden State (2004)
1097,4.5,1,Musa the Warrior (Musa) (2001)
1098,3.7613636363636362,44,Collateral (2004)
1099,2.1666666666666665,3,Little Black Book (2004)
1100,4.5,1,Code 46 (2003)
1101,3.4558823529411766,34,Harold and Kumar Go to White Castle (2004)
1102,2.5,7,"Princess Diaries 2: Royal Engagement, The (2004)"
1103,3.25,2,Danny Deckchair (2003)
1104,2.823529411764706,17,AVP: Alien vs. Predator (2004)
1105,4.0,2,We Don't Live Here Anymore (2004)
1106,2.0,7,Without a Paddle (2004)
1107,2.5,3,Exorcist: The Beginning (2004)
1108,1.75,2,Anacondas: The Hunt for the Blood Orchid (2004)
1109,3.5,1,Suspect Zero (2004)
1110,3.25,2,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
1111,3.5,3,Vanity Fair (2004)
1112,2.3333333333333335,3,Paparazzi (2004)
1113,3.3333333333333335,3,Wicker Park (2004)
1114,2.857142857142857,7,Cellular (2004)
1115,2.9285714285714284,14,Resident Evil: Apocalypse (2004)
1116,2.6666666666666665,3,Mr. 3000 (2004)
1117,2.638888888888889,18,Sky Captain and the World of Tomorrow (2004)
1118,3.111111111111111,9,Wimbledon (2004)
1119,3.3333333333333335,6,First Daughter (2004)
1120,2.5,5,"Forgotten, The (2004)"
1121,3.7962962962962963,27,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
1122,4.0064935064935066,77,Shaun of the Dead (2004)
1123,2.3461538461538463,13,Shark Tale (2004)
1124,3.6666666666666665,6,Ladder 49 (2004)
1125,3.4523809523809526,21,I Heart Huckabees (2004)
1126,5.0,1,Raise Your Voice (2004)
1127,1.75,2,Taxi (2004)
1128,3.7941176470588234,17,Primer (2004)
1129,3.5,1,Stage Beauty (2004)
1130,3.0,3,Shall We Dance? (2004)
1131,3.46875,32,Team America: World Police (2004)
1132,3.0,1,Eulogy (2004)
1133,4.25,2,P.S. (2004)
1134,3.5625,8,Friday Night Lights (2004)
1135,4.0,1,Tarnation (2003)
1136,3.6666666666666665,3,"Final Cut, The (2004)"
1137,1.75,2,Being Julia (2004)
1138,2.75,2,Surviving Christmas (2004)
1139,2.3,10,"Grudge, The (2004)"
1140,2.3333333333333335,3,Alfie (2004)
1141,3.7435897435897436,39,Sideways (2004)
1142,3.986842105263158,38,The Machinist (2004)
1143,3.0,4,Vera Drake (2004)
1144,3.5,1,Falling Angels (2003)
1145,4.0,1,Lightning in a Bottle (2004)
1146,3.0,1,Undertow (2004)
1147,3.1818181818181817,33,Saw (2004)
1148,3.6842105263157894,19,Ray (2004)
1149,2.5,3,Birth (2004)
1150,3.836,125,"Incredibles, The (2004)"
1151,3.0,1,Callas Forever (2002)
1152,3.1363636363636362,11,"Polar Express, The (2004)"
1153,3.125,8,Kinsey (2004)
1154,1.75,4,Seed of Chucky (Child's Play 5) (2004)
1155,3.5833333333333335,6,After the Sunset (2004)
1156,3.025,20,Bridget Jones: The Edge of Reason (2004)
1157,3.609375,32,Finding Neverland (2004)
1158,3.263157894736842,38,National Treasure (2004)
1159,3.75,8,Bad Education (La mala educación) (2004)
1160,3.0,2,"SpongeBob SquarePants Movie, The (2004)"
1161,2.2,10,Alexander (2004)
1162,2.5,2,Christmas with the Kranks (2004)
1163,4.0,1,Guerrilla: The Taking of Patty Hearst (2004)
1164,3.71875,16,Closer (2004)
1165,3.0,3,I Am David (2003)
1166,3.52,25,House of Flying Daggers (Shi mian mai fu) (2004)
1167,3.2906976744186047,43,Ocean's Twelve (2004)
1168,2.857142857142857,14,Blade: Trinity (2004)
1169,3.0,1,Bush's Brain (2004)
1170,4.1,5,Love Me If You Dare (Jeux d'enfants) (2003)
1171,4.333333333333333,3,Control Room (2004)
1172,4.0,1,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
1173,4.0,1,In July (Im Juli) (2000)
1174,3.875,4,Taxi 2 (2000)
1175,4.0,1,If These Walls Could Talk 2 (2000)
1176,2.75,2,"10th Kingdom, The (2000)"
1177,4.071428571428571,7,2046 (2004)
1178,1.5,1,Bartleby (2001)
1179,3.5,3,Batman Beyond: Return of the Joker (2000)
1180,5.0,1,"Nine Lives of Tomas Katz, The (2000)"
1181,4.5,1,Monday (2000)
1182,4.0,1,Paradise Lost 2: Revelations (2000)
1183,4.0,3,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
1184,4.0,1,Daria: Is It Fall Yet? (2000)
1185,4.5,1,Late Night Shopping (2001)
1186,5.0,1,61* (2001)
1187,4.25,4,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)
1188,3.3333333333333335,3,Ripley's Game (2002)
1189,3.75,2,Jalla! Jalla! (2000)
1190,2.0,1,Teknolust (2002)
1191,2.5,1,"Accidental Spy, The (Dak miu mai shing) (2001)"
1192,1.5,3,Darkness (2002)
1193,3.25,2,Blood: The Last Vampire (2000)
1194,2.5,1,Blueberry (2004)
1195,2.5,1,American Psycho II: All American Girl (2002)
1196,3.0,3,Ali G Indahouse (2002)
1197,4.5,1,Dead or Alive 2: Tôbôsha (2000)
1198,3.75,2,Cube 2: Hypercube (2002)
1199,3.0,1,Pulse (Kairo) (2001)
1200,3.0,1,Dog Days (Hundstage) (2001)
1201,5.0,1,My Sassy Girl (Yeopgijeogin geunyeo) (2001)
1202,3.5,1,Nothing (2003)
1203,2.5,1,Undertaking Betty (Plots with a View) (2002)
1204,1.5,1,Dead or Alive: Final (2002)
1205,3.75,2,Fubar (2002)
1206,4.333333333333333,3,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"
1207,3.5,2,Dead End (2003)
1208,3.8,5,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
1209,0.5,1,Jesus Christ Vampire Hunter (2001)
1210,3.125,4,Suicide Club (Jisatsu saakuru) (2001)
1211,3.8157894736842106,19,Battlestar Galactica (2003)
1212,2.75,2,"Sound of Thunder, A (2005)"
1213,4.5,2,"Lion King 1½, The (2004)"
1214,4.5,1,Oasis (2002)
1215,3.5,1,Remember Me (Ricordati di me) (2003)
1216,3.7,20,"Animatrix, The (2003)"
1217,3.25,2,"Brown Bunny, The (2003)"
1218,3.0,1,Ju-on: The Curse (2000)
1219,3.75,4,11:14 (2003)
1220,2.0,1,Tremors 4: The Legend Begins (2004)
1221,1.75,2,Bring It On Again (2004)
1222,2.5,1,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)"
1223,3.5,1,And Starring Pancho Villa as Himself (2003)
1224,3.0,1,Nicotina (2003)
1225,5.0,1,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)
1226,1.5,1,In Hell (2003)
1227,3.16,25,Lemony Snicket's A Series of Unfortunate Events (2004)
1228,4.0,1,Helen of Troy (2003)
1229,4.5,1,"Green Butchers, The (Grønne slagtere, De) (2003)"
1230,3.6666666666666665,6,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
1231,4.166666666666667,3,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
1232,2.1666666666666665,3,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
1233,3.75,8,"Cat Returns, The (Neko no ongaeshi) (2002)"
1234,3.8333333333333335,6,"Twilight Samurai, The (Tasogare Seibei) (2002)"
1235,4.5,1,"Facing Windows (Finestra di fronte, La) (2003)"
1236,3.0,1,Ginger Snaps: Unleashed (2004)
1237,5.0,1,'Salem's Lot (2004)
1238,2.5,1,Comic Book: The Movie (2004)
1239,3.75,2,Intimate Strangers (Confidences trop intimes) (2004)
1240,3.0,1,Down to the Bone (2004)
1241,2.5833333333333335,6,Ju-on: The Grudge (2002)
1242,4.089743589743589,39,Old Boy (2003)
1243,4.5,1,Red Lights (Feux rouges) (2004)
1244,3.0,1,Ginger Snaps Back: The Beginning (2004)
1245,1.5,1,One Missed Call (Chakushin ari) (2003)
1246,3.0,8,"Jacket, The (2005)"
1247,3.5,4,Millions (2004)
1248,1.5,2,Starship Troopers 2: Hero of the Federation (2004)
1249,4.0,12,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
1250,3.0,1,Infernal Affairs 2 (Mou gaan dou II) (2003)
1251,4.0,8,"Sea Inside, The (Mar adentro) (2004)"
1252,3.3636363636363638,11,Spanglish (2004)
1253,3.909090909090909,11,"Chorus, The (Choristes, Les) (2004)"
1254,2.5,1,Saints and Soldiers (2003)
1255,4.0,2,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
1256,3.25,6,"Interpreter, The (2005)"
1257,2.7,5,Open Water (2003)
1258,4.0,1,Touch of Pink (2004)
1259,3.5,1,Slasher (2004)
1260,2.5,1,"Bobby Jones, Stroke of Genius (2004)"
1261,3.8157894736842106,19,Layer Cake (2004)
1262,4.333333333333333,3,"Return, The (Vozvrashcheniye) (2003)"
1263,2.875,4,Flight of the Phoenix (2004)
1264,3.75,2,Mean Creek (2004)
1265,2.3,5,"Ring Two, The (2005)"
1266,3.9,10,"Corporation, The (2003)"
1267,3.75,2,"Yes Men, The (2003)"
1268,2.75,2,Azumi (2003)
1269,3.5,1,In My Father's Den (2004)
1270,4.5,1,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
1271,3.1666666666666665,3,Metallica: Some Kind of Monster (2004)
1272,3.875,4,Born into Brothels (2004)
1273,4.125,4,DiG! (2004)
1274,4.0,4,Riding Giants (2004)
1275,2.75,2,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
1276,3.6136363636363638,22,"Scanner Darkly, A (2006)"
1277,3.5,1,Casshern (2004)
1278,3.3,5,Outfoxed: Rupert Murdoch's War on Journalism (2004)
1279,3.8461538461538463,52,Million Dollar Baby (2004)
1280,4.75,2,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)
1281,3.7916666666666665,48,Hotel Rwanda (2004)
1282,3.0,61,Charlie and the Chocolate Factory (2005)
1283,4.5,3,3-Iron (Bin-jip) (2004)
1284,3.4864864864864864,37,"Life Aquatic with Steve Zissou, The (2004)"
1285,3.5285714285714285,35,"Aviator, The (2004)"
1286,3.1666666666666665,12,"Phantom of the Opera, The (2004)"
1287,2.0,1,Beyond the Sea (2004)
1288,3.8333333333333335,3,"Woodsman, The (2004)"
1289,3.4545454545454546,11,In Good Company (2004)
1290,3.106060606060606,33,Meet the Fockers (2004)
1291,3.5,2,"Assassination of Richard Nixon, The (2004)"
1292,3.1666666666666665,3,"Love Song for Bobby Long, A (2004)"
1293,3.75,4,"Merchant of Venice, The (2004)"
1294,1.5,2,Fat Albert (2004)
1295,3.0,1,"Keys to the House, The (Chiavi di casa, Le) (2004)"
1296,2.5,8,White Noise (2005)
1297,3.1666666666666665,3,"Upside of Anger, The (2005)"
1298,3.5,2,Stander (2003)
1299,3.0,2,Imaginary Heroes (2004)
1300,2.5,1,Ruby & Quentin (Tais-toi!) (2003)
1301,3.0,1,"Life and Death of Peter Sellers, The (2004)"
1302,3.8333333333333335,3,Appleseed (Appurushîdo) (2004)
1303,2.05,10,Elektra (2005)
1304,2.0,1,Racing Stripes (2005)
1305,3.0714285714285716,7,Coach Carter (2005)
1306,4.7,5,Memories of Murder (Salinui chueok) (2003)
1307,3.875,20,"Downfall (Untergang, Der) (2004)"
1308,3.1875,8,Assault on Precinct 13 (2005)
1309,0.5,1,Are We There Yet? (2005)
1310,0.5,1,Alone in the Dark (2005)
1311,2.3333333333333335,6,Hide and Seek (2005)
1312,2.0,2,Boogeyman (2005)
1313,3.1363636363636362,11,"Wedding Date, The (2005)"
1314,4.5,1,Rory O'Shea Was Here (Inside I'm Dancing) (2004)
1315,4.25,2,Nobody Knows (Dare mo shiranai) (2004)
1316,2.25,2,Employee of the Month (2004)
1317,4.0,1,Purple Butterfly (Zi hudie) (2003)
1318,4.075,40,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
1319,3.0,2,Steamboy (Suchîmubôi) (2004)
1320,3.1666666666666665,45,Hitch (2005)
1321,0.5,1,Uncle Nino (2003)
1322,3.25,2,Bride & Prejudice (2004)
1323,3.4714285714285715,35,Constantine (2005)
1324,1.0,1,Son of the Mask (2005)
1325,3.1666666666666665,3,Because of Winn-Dixie (2005)
1326,4.0,1,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
1327,3.25,4,Night Watch (Nochnoy dozor) (2004)
1328,3.0,1,Man of the House (2005)
1329,3.5789473684210527,19,Kung Fu Hustle (Gong fu) (2004)
1330,4.0,1,Zelary (2003)
1331,3.5,1,Control (Kontroll) (2003)
1332,2.6666666666666665,3,Tyler Perry's Diary of a Mad Black Woman (2005)
1333,2.1666666666666665,6,Cursed (2005)
1334,2.7142857142857144,7,"Pacifier, The (2005)"
1335,2.4375,8,Be Cool (2005)
1336,3.6666666666666665,3,Gunner Palace (2004)
1337,3.05,10,Hostage (2005)
1338,3.026315789473684,19,Robots (2005)
1339,2.6666666666666665,3,Cube Zero (2004)
1340,3.5,1,Stealing Rembrandt (Rembrandt) (2003)
1341,3.375,4,Ice Princess (2005)
1342,3.1,5,Melinda and Melinda (2004)
1343,3.5,1,Milk and Honey (2003)
1344,2.25,8,Miss Congeniality 2: Armed and Fabulous (2005)
1345,2.3333333333333335,3,Guess Who (2005)
1346,2.8333333333333335,3,D.E.B.S. (2004)
1347,4.0,1,"League of Ordinary Gentlemen, A (2004)"
1348,3.5,1,Incident at Loch Ness (2004)
1349,2.5,1,800 Bullets (800 Balas) (2002)
1350,4.75,2,"Wild Parrots of Telegraph Hill, The (2003)"
1351,3.125,4,"Ballad of Jack and Rose, The (2005)"
1352,3.857142857142857,84,Sin City (2005)
1353,2.0,1,Beauty Shop (2005)
1354,3.0714285714285716,7,Sahara (2005)
1355,2.9375,8,Fever Pitch (2005)
1356,3.5,1,Eros (2004)
1357,3.5,1,Not on the Lips (Pas sur la bouche) (2003)
1358,2.5,1,Tanguy (2001)
1359,1.0,1,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003)
1360,3.0,1,Ringu 0: Bâsudei (2000)
1361,4.25,2,Brothers (Brødre) (2004)
1362,3.0,1,Carrie (2002)
1363,3.4204545454545454,44,"Hitchhiker's Guide to the Galaxy, The (2005)"
1364,2.25,6,"Amityville Horror, The (2005)"
1365,4.0,2,Mutant Aliens (2001)
1366,3.5,1,Before the Fall (NaPolA - Elite für den Führer) (2004)
1367,1.5,1,State Property 2 (2005)
1368,5.0,1,Palindromes (2004)
1369,3.0,6,"Lot Like Love, A (2005)"
1370,2.5,1,King's Ransom (2005)
1371,4.0,6,Enron: The Smartest Guys in the Room (2005)
1372,2.0,5,xXx: State of the Union (2005)
1373,3.5,17,Kingdom of Heaven (2005)
1374,1.8333333333333333,6,House of Wax (2005)
1375,3.89,50,Crash (2004)
1376,2.0,2,Mysterious Skin (2004)
1377,4.5,1,"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)"
1378,3.6666666666666665,3,Dear Wendy (2005)
1379,3.5,1,Los Angeles Plays Itself (2003)
1380,3.4444444444444446,9,Unleashed (Danny the Dog) (2005)
1381,3.4294871794871793,78,Star Wars: Episode III - Revenge of the Sith (2005)
1382,2.642857142857143,7,Kicking & Screaming (2005)
1383,2.5,4,Monster-in-Law (2005)
1384,3.0,1,"Snow Walker, The (2003)"
1385,3.375,40,Madagascar (2005)
1386,3.3333333333333335,3,Mad Hot Ballroom (2005)
1387,2.5,1,Dominion: Prequel to the Exorcist (2005)
1388,3.111111111111111,9,"Longest Yard, The (2005)"
1389,5.0,1,Saving Face (2004)
1390,4.088235294117647,17,Cinderella Man (2005)
1391,3.0714285714285716,7,"Sisterhood of the Traveling Pants, The (2005)"
1392,3.0,7,Lords of Dogtown (2005)
1393,3.5,3,Rock School (2005)
1394,3.2796610169491527,59,Mr. & Mrs. Smith (2005)
1395,1.75,2,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)"
1396,3.75,2,High Tension (Haute tension) (Switchblade Romance) (2003)
1397,3.1666666666666665,3,It's All Gone Pete Tong (2004)
1398,3.8620689655172415,116,Batman Begins (2005)
1399,3.0,1,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004)
1400,3.0,2,"Perfect Man, The (2005)"
1401,2.5,1,Saint Ralph (2004)
1402,3.1666666666666665,3,Herbie: Fully Loaded (2005)
1403,3.125,4,Land of the Dead (2005)
1404,2.269230769230769,13,Bewitched (2005)
1405,3.5,1,Rize (2005)
1406,3.75,4,Me and You and Everyone We Know (2005)
1407,4.5,1,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)"
1408,3.3333333333333335,3,3 Extremes (Three... Extremes) (Saam gaang yi) (2004)
1409,4.0,5,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
1410,3.15,50,War of the Worlds (2005)
1411,3.5555555555555554,18,"March of the Penguins (Marche de l'empereur, La) (2005)"
1412,3.0,1,Rebound (2005)
1413,2.0,3,Dark Water (2005)
1414,3.0,2,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)"
1415,2.763888888888889,36,Fantastic Four (2005)
1416,3.8333333333333335,3,Murderball (2005)
1417,3.5086206896551726,58,Wedding Crashers (2005)
1418,3.5,1,Happy Endings (2005)
1419,3.75,4,Hustle & Flow (2005)
1420,5.0,1,"Calcium Kid, The (2004)"
1421,3.3548387096774195,31,"Island, The (2005)"
1422,3.0,3,Bad News Bears (2005)
1423,3.7142857142857144,7,"Devil's Rejects, The (2005)"
1424,3.0,2,Last Days (2005)
1425,3.0,1,November (2004)
1426,2.9166666666666665,6,Sky High (2005)
1427,2.5,5,Stealth (2005)
1428,2.0,4,Must Love Dogs (2005)
1429,3.35,10,"Aristocrats, The (2005)"
1430,3.0,1,"Order, The (2001)"
1431,3.94,50,Serenity (2005)
1432,3.4761904761904763,21,Broken Flowers (2005)
1433,2.0833333333333335,12,"Dukes of Hazzard, The (2005)"
1434,2.0,3,The Chumscrubber (2005)
1435,3.6666666666666665,3,Junebug (2005)
1436,2.8333333333333335,3,Deuce Bigalow: European Gigolo (2005)
1437,3.0,4,"Skeleton Key, The (2005)"
1438,3.5714285714285716,7,Four Brothers (2005)
1439,3.1666666666666665,3,The Great Raid (2005)
1440,3.0,1,Pretty Persuasion (2005)
1441,3.7,5,Grizzly Man (2005)
1442,2.5,1,Pusher II: With Blood on My Hands (2004)
1443,3.5,1,Duma (2005)
1444,3.5472972972972974,74,"40-Year-Old Virgin, The (2005)"
1445,3.388888888888889,9,Red Eye (2005)
1446,2.5,2,Hidden (a.k.a. Cache) (Caché) (2005)
1447,1.5,1,Valiant (2005)
1448,2.625,20,"Brothers Grimm, The (2005)"
1449,4.0,1,"Baxter, The (2005)"
1450,2.6666666666666665,3,"Cave, The (2005)"
1451,3.4615384615384617,13,"Constant Gardener, The (2005)"
1452,3.21875,16,Transporter 2 (2005)
1453,2.6875,8,Just Like Heaven (2005)
1454,3.5714285714285716,7,Proof (2005)
1455,3.7142857142857144,35,Lord of War (2005)
1456,2.25,2,Cry_Wolf (a.k.a. Cry Wolf) (2005)
1457,3.7777777777777777,9,Everything Is Illuminated (2005)
1458,3.3333333333333335,3,Thumbsucker (2005)
1459,3.7083333333333335,12,Family Guy Presents Stewie Griffin: The Untold Story (2005)
1460,3.5,1,New Police Story (Xin jing cha gu shi) (2004)
1461,3.5,4,Why We Fight (2005)
1462,2.15,10,Doom (2005)
1463,2.875,8,Domino (2005)
1464,3.269230769230769,13,Waiting... (2005)
1465,2.761904761904762,21,Aeon Flux (2005)
1466,3.0,1,"Unfinished Life, An (2005)"
1467,2.5,1,"Man, The (2005)"
1468,3.5,1,Survive Style 5+ (2004)
1469,2.9166666666666665,6,"Exorcism of Emily Rose, The (2005)"
1470,2.8636363636363638,11,Flightplan (2005)
1471,3.534090909090909,44,Corpse Bride (2005)
1472,3.7222222222222223,9,Green Street Hooligans (a.k.a. Hooligans) (2005)
1473,3.5,27,"History of Violence, A (2005)"
1474,3.5,3,Oliver Twist (2005)
1475,3.3,5,"Greatest Game Ever Played, The (2005)"
1476,3.869565217391304,23,Capote (2005)
1477,3.55,10,Final Fantasy VII: Advent Children (2004)
1478,2.0,1,Roll Bounce (2005)
1479,2.5,2,Into the Blue (2005)
1480,3.611111111111111,9,MirrorMask (2005)
1481,3.6333333333333333,30,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
1482,4.071428571428571,35,Kiss Kiss Bang Bang (2005)
1483,4.166666666666667,3,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
1484,4.0,1,Darwin's Nightmare (2004)
1485,2.5,1,Beowulf & Grendel (2005)
1486,4.625,4,No Direction Home: Bob Dylan (2005)
1487,4.25,2,Goal! The Dream Begins (Goal!) (2005)
1488,3.125,4,In Her Shoes (2005)
1489,3.4444444444444446,9,"Squid and the Whale, The (2005)"
1490,3.5,1,Two for the Money (2005)
1491,3.5588235294117645,34,Brokeback Mountain (2005)
1492,3.5,4,Elizabethtown (2005)
1493,3.5,4,North Country (2005)
1494,3.775,20,"Good Night, and Good Luck. (2005)"
1495,2.5,1,Dreamer: Inspired by a True Story (2005)
1496,3.5625,8,"Proposition, The (2005)"
1497,2.1,5,"Fog, The (2005)"
1498,3.0,7,Shopgirl (2005)
1499,3.0,4,Stay (2005)
1500,2.9,5,"Legend of Zorro, The (2005)"
1501,3.388888888888889,9,"Weather Man, The (2005)"
1502,2.8076923076923075,13,Saw II (2005)
1503,2.6,5,Prime (2005)
1504,4.5,1,Don't Move (Non ti muovere) (2004)
1505,2.142857142857143,7,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005)
1506,2.75,2,"Great Yokai War, The (Yôkai daisensô) (2005)"
1507,4.125,4,Manderlay (2005)
1508,3.357142857142857,7,Revolver (2005)
1509,3.676470588235294,17,Jarhead (2005)
1510,2.2857142857142856,7,Chicken Little (2005)
1511,4.75,2,Dead Man's Shoes (2004)
1512,3.7,5,Joyeux Noël (Merry Christmas) (2005)
1513,2.9166666666666665,6,Just Friends (2005)
1514,3.53125,16,Syriana (2005)
1515,2.0,1,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002)
1516,3.25,4,Derailed (2005)
1517,3.0,1,Creep (2004)
1518,3.5555555555555554,27,Pride & Prejudice (2005)
1519,3.25,4,Wolf Creek (2005)
1520,3.5454545454545454,11,"Descent, The (2005)"
1521,3.816901408450704,71,Harry Potter and the Goblet of Fire (2005)
1522,3.7564102564102564,39,Walk the Line (2005)
1523,3.15,10,Rent (2005)
1524,3.375,4,Zathura (2005)
1525,3.5,2,C.R.A.Z.Y. (2005)
1526,2.0,2,Sarah Silverman: Jesus Is Magic (2005)
1527,3.875,4,Breakfast on Pluto (2005)
1528,3.6666666666666665,3,"Ice Harvest, The (2005)"
1529,3.3333333333333335,3,"Yours, Mine and Ours (2005)"
1530,3.5,1,"Libertine, The (2004)"
1531,3.4411764705882355,17,Match Point (2005)
1532,4.0,2,Paradise Now (2005)
1533,3.443548387096774,62,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
1534,3.4,40,King Kong (2005)
1535,3.5833333333333335,12,Memoirs of a Geisha (2005)
1536,2.875,8,"Family Stone, The (2005)"
1537,2.75,2,Havoc (2005)
1538,3.2142857142857144,7,"Matador, The (2005)"
1539,4.5,1,Wal-Mart: The High Cost of Low Price (2005)
1540,2.5,1,Mozart and the Whale (2005)
1541,4.0,5,"Three Burials of Melquiades Estrada, The (2006)"
1542,3.8095238095238093,21,Munich (2005)
1543,3.388888888888889,9,"Producers, The (2005)"
1544,3.5,6,Transamerica (2005)
1545,2.8333333333333335,3,Rumor Has It... (2005)
1546,1.875,4,Cheaper by the Dozen 2 (2005)
1547,2.1818181818181817,11,Fun with Dick and Jane (2005)
1548,2.75,4,"Ringer, The (2005)"
1549,3.0,3,Casanova (2005)
1550,2.0,2,Mrs. Henderson Presents (2005)
1551,3.2,5,"New World, The (2005)"
1552,4.5,1,Voices of a Distant Star (Hoshi no koe) (2003)
1553,3.5,1,"Boys of Baraka, The (2005)"
1554,4.0,5,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)
1555,2.5,1,Grand Theft Parsons (2003)
1556,3.8,5,District 13 (Banlieue 13) (2004)
1557,2.8636363636363638,11,Hostel (2005)
1558,2.5714285714285716,7,Grandma's Boy (2006)
1559,3.6,5,Tristan & Isolde (2006)
1560,3.75,2,Glory Road (2006)
1561,3.5,3,Last Holiday (2006)
1562,3.25,4,Hoodwinked! (2005)
1563,3.09375,16,Underworld: Evolution (2006)
1564,3.5,1,Looking for Comedy in the Muslim World (2005)
1565,3.5,1,Water (2005)
1566,4.625,4,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
1567,3.7857142857142856,7,"World's Fastest Indian, The (2005)"
1568,1.0,1,Bandidas (2006)
1569,3.3333333333333335,3,Tristram Shandy: A Cock and Bull Story (2005)
1570,3.5,1,Helter Skelter (2004)
1571,2.75,2,Annapolis (2006)
1572,2.0,1,Big Momma's House 2 (2006)
1573,3.1666666666666665,6,Nanny McPhee (2005)
1574,2.8333333333333335,9,Final Destination 3 (2006)
1575,4.5,1,Something New (2006)
1576,3.1666666666666665,3,Block Party (a.k.a. Dave Chappelle's Block Party) (2005)
1577,3.5,1,Imagine Me & You (2005)
1578,2.857142857142857,7,"Pink Panther, The (2006)"
1579,3.5,2,Curious George (2006)
1580,2.75,8,Firewall (2006)
1581,1.3,5,When a Stranger Calls (2006)
1582,3.0,1,London (2005)
1583,2.0,1,Freedomland (2006)
1584,4.0,1,Winter Passing (2005)
1585,3.0,4,Eight Below (2006)
1586,0.8333333333333334,3,Date Movie (2006)
1587,3.3,5,Running Scared (2006)
1588,1.9230769230769231,13,Ultraviolet (2006)
1589,3.0,1,Just My Luck (2006)
1590,1.75,2,Pulse (2006)
1591,3.0,9,16 Blocks (2006)
1592,3.25,6,Failure to Launch (2006)
1593,2.75,2,Ultimate Avengers (2006)
1594,3.217391304347826,23,Ice Age 2: The Meltdown (2006)
1595,4.0,1,Ask the Dust (2006)
1596,3.885,100,V for Vendetta (2006)
1597,3.75,6,She's the Man (2006)
1598,4.027777777777778,36,Thank You for Smoking (2006)
1599,3.0,1,Find Me Guilty (2006)
1600,3.8,40,Inside Man (2006)
1601,3.25,4,Tsotsi (2005)
1602,2.0,2,Aquamarine (2006)
1603,3.5,1,Lights in the Dusk (Laitakaupungin valot) (2006)
1604,3.0833333333333335,6,"Hills Have Eyes, The (2006)"
1605,1.25,2,"Shaggy Dog, The (2006)"
1606,3.5,1,Unknown White Male (2005)
1607,4.117647058823529,34,"Lives of Others, The (Das leben der Anderen) (2006)"
1608,3.75,2,Take the Lead (2006)
1609,4.5,1,"Devil and Daniel Johnston, The (2005)"
1610,3.8552631578947367,38,Lucky Number Slevin (2006)
1611,3.8125,8,Volver (2006)
1612,3.8,5,Akeelah and the Bee (2006)
1613,2.5,1,Brainstorm (2001)
1614,1.3333333333333333,3,Stay Alive (2006)
